satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Loyal Customer,32,Business travel,Business,4205,1,1,1,1,5,5,5,5,4,2,5,3,4,5,0,0.0
satisfied,Loyal Customer,65,Business travel,Eco,1822,5,1,1,1,5,5,5,5,4,3,5,3,3,5,3,22.0
satisfied,Loyal Customer,65,Business travel,Eco,501,5,5,5,5,5,2,1,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,65,Business travel,Eco,2086,5,5,5,5,5,5,5,5,5,2,5,3,3,5,0,2.0
satisfied,Loyal Customer,8,Business travel,Business,3886,1,1,1,1,5,5,5,5,5,3,4,3,5,5,1,0.0
satisfied,Loyal Customer,56,Business travel,Business,2481,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,2455,3,4,3,3,5,5,5,5,2,4,4,5,5,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2493,3,3,3,3,5,5,4,5,5,5,5,3,5,5,0,3.0
satisfied,Loyal Customer,64,Business travel,Eco,316,5,5,5,5,4,4,2,5,5,5,5,4,5,2,0,0.0
satisfied,Loyal Customer,64,Business travel,Eco,212,5,3,3,3,5,4,5,5,5,5,5,2,5,5,0,0.0
satisfied,Loyal Customer,64,Business travel,Eco,1200,5,3,3,3,5,5,5,5,2,2,2,3,2,5,0,1.0
satisfied,Loyal Customer,28,Business travel,Business,4084,1,1,1,1,5,5,5,5,3,2,2,1,5,5,0,0.0
satisfied,Loyal Customer,25,Business travel,Business,3760,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0.0
satisfied,Loyal Customer,20,Business travel,Business,3496,1,1,1,1,5,5,5,5,4,3,4,4,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2453,1,1,1,1,5,5,5,4,2,3,5,5,5,5,1,0.0
satisfied,Loyal Customer,49,Business travel,Business,2452,5,5,5,5,5,5,5,3,2,4,5,5,5,5,7,6.0
satisfied,Loyal Customer,45,Business travel,Business,2438,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,52,Business travel,Business,2461,3,3,3,3,5,5,5,5,3,4,4,5,3,5,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,2472,5,5,5,5,5,5,5,4,3,4,5,5,4,5,0,2.0
satisfied,Loyal Customer,58,Business travel,Business,2458,4,4,4,4,5,5,5,5,4,3,5,5,5,5,7,0.0
satisfied,Loyal Customer,46,Business travel,Business,2459,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,14.0
satisfied,Loyal Customer,40,Business travel,Business,2434,4,4,4,4,5,5,5,5,3,4,4,5,4,5,89,80.0
satisfied,Loyal Customer,54,Business travel,Business,2439,1,1,1,1,3,3,5,5,5,5,5,5,5,5,4,0.0
satisfied,Loyal Customer,49,Business travel,Business,2420,4,4,5,4,5,5,5,4,5,5,5,5,4,5,0,0.0
satisfied,Loyal Customer,63,Business travel,Eco,3874,5,2,2,2,5,5,5,5,2,3,4,3,5,5,14,11.0
satisfied,Loyal Customer,63,Business travel,Eco,1860,5,2,2,2,5,5,5,5,2,4,5,3,1,5,0,0.0
satisfied,Loyal Customer,63,Business travel,Eco,2095,5,4,4,4,5,5,5,5,3,2,1,4,3,5,0,0.0
satisfied,Loyal Customer,63,Business travel,Eco,1485,5,3,3,3,5,5,5,5,4,1,3,4,2,5,6,0.0
satisfied,Loyal Customer,63,Business travel,Eco,1587,5,5,5,5,5,5,5,5,2,4,5,4,2,5,97,88.0
satisfied,Loyal Customer,63,Business travel,Eco,264,5,3,3,3,4,4,2,5,5,5,5,4,5,1,21,42.0
satisfied,Loyal Customer,63,Business travel,Eco,1522,5,5,5,5,5,5,5,5,4,2,3,3,4,5,7,2.0
satisfied,Loyal Customer,63,Business travel,Eco,1707,5,4,4,4,5,5,5,5,3,1,2,2,3,5,0,0.0
satisfied,Loyal Customer,63,Business travel,Eco,1570,5,2,2,2,5,5,5,5,4,5,4,5,2,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,2466,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,2454,4,4,4,4,2,3,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2446,2,2,2,2,3,3,3,5,5,5,5,1,5,4,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2405,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,3409,5,5,5,5,5,5,5,5,4,4,3,5,4,5,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,2404,5,5,2,5,4,3,5,5,5,5,5,5,5,3,8,8.0
satisfied,Loyal Customer,40,Business travel,Business,2427,4,4,4,4,5,5,4,5,5,5,5,5,5,3,73,49.0
satisfied,Loyal Customer,40,Business travel,Business,2399,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,38.0
satisfied,Loyal Customer,62,Business travel,Eco,2596,5,4,2,4,5,5,5,5,1,5,2,3,1,5,0,0.0
satisfied,Loyal Customer,62,Business travel,Eco,438,5,2,2,2,3,1,4,5,5,5,5,2,5,3,96,90.0
satisfied,Loyal Customer,62,Business travel,Eco Plus,1743,5,5,3,5,5,5,5,5,4,1,1,5,3,5,0,0.0
satisfied,Loyal Customer,62,Business travel,Eco,118,5,3,3,3,1,4,3,5,5,5,5,3,5,2,0,0.0
satisfied,Loyal Customer,62,Business travel,Eco Plus,134,5,4,4,4,1,3,1,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,2370,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2377,5,5,5,5,3,3,4,5,5,5,5,4,5,3,111,95.0
satisfied,Loyal Customer,41,Business travel,Business,2390,4,2,4,4,3,3,5,5,5,5,5,5,5,4,2,0.0
satisfied,Loyal Customer,41,Business travel,Business,2360,5,5,3,5,2,5,5,5,5,5,5,3,5,4,6,0.0
satisfied,Loyal Customer,35,Business travel,Business,2359,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,3818,1,1,1,1,5,5,5,5,3,3,2,3,3,5,85,97.0
satisfied,Loyal Customer,17,Business travel,Business,3544,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,2380,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,3767,2,2,2,2,5,5,5,5,3,5,4,3,5,5,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,2365,5,5,5,5,2,3,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,2333,2,2,2,2,5,3,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,2355,1,1,1,1,2,3,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2341,2,2,2,2,5,5,5,3,3,4,3,5,3,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2317,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,2340,3,3,3,3,5,3,4,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,2317,4,4,4,4,5,5,5,3,5,3,5,5,4,5,0,17.0
satisfied,Loyal Customer,57,Business travel,Business,2298,2,2,2,2,5,5,4,5,5,5,5,3,5,4,1,0.0
satisfied,Loyal Customer,61,Business travel,Eco,2666,5,4,4,4,5,5,5,5,5,3,1,1,4,5,0,4.0
satisfied,Loyal Customer,61,Business travel,Eco,522,5,5,1,1,1,4,4,5,5,5,5,2,5,4,0,0.0
satisfied,Loyal Customer,61,Business travel,Eco,1670,5,2,2,2,5,5,5,5,1,1,2,1,2,5,0,0.0
satisfied,Loyal Customer,61,Business travel,Eco,2039,5,3,3,3,5,5,5,5,4,1,3,5,5,5,23,20.0
satisfied,Loyal Customer,61,Business travel,Eco,217,5,2,2,2,2,1,2,5,5,5,5,2,5,1,0,0.0
satisfied,Loyal Customer,61,Business travel,Eco,1499,5,4,4,4,5,5,5,5,1,4,4,2,3,5,0,0.0
satisfied,Loyal Customer,61,Business travel,Eco,259,5,2,5,2,2,4,1,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,61,Business travel,Eco,1811,5,2,2,2,5,5,5,5,5,3,4,5,4,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2320,5,5,5,5,3,5,4,5,5,5,5,4,5,4,7,0.0
satisfied,Loyal Customer,40,Business travel,Business,2307,1,1,1,1,4,4,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,2332,5,5,5,5,5,5,5,5,5,5,5,5,5,5,124,120.0
satisfied,Loyal Customer,56,Business travel,Business,4238,5,5,5,5,5,5,5,5,1,4,3,5,2,5,196,170.0
satisfied,Loyal Customer,54,Business travel,Business,2315,5,5,5,5,3,4,4,5,5,5,5,4,5,5,114,88.0
satisfied,Loyal Customer,50,Business travel,Business,2277,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2280,2,2,2,2,4,5,4,5,5,5,5,4,5,3,10,0.0
satisfied,Loyal Customer,38,Business travel,Business,2266,5,5,5,5,4,4,5,5,5,5,5,5,5,3,44,38.0
satisfied,Loyal Customer,26,Business travel,Business,3783,3,2,3,3,5,5,5,5,5,3,5,5,5,5,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,2266,5,5,5,5,5,3,5,5,5,5,5,5,5,3,4,0.0
satisfied,Loyal Customer,45,Business travel,Business,4086,1,1,1,1,5,5,5,4,4,3,4,5,5,5,223,237.0
satisfied,Loyal Customer,45,Business travel,Business,2266,2,2,2,2,4,5,4,5,5,5,5,4,5,4,39,33.0
satisfied,Loyal Customer,43,Business travel,Business,2264,4,2,4,4,2,3,5,5,5,5,5,3,5,3,0,12.0
satisfied,Loyal Customer,43,Business travel,Business,2283,2,2,2,2,3,4,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,32,Business travel,Business,3425,2,2,2,2,5,5,5,5,4,4,3,3,4,5,0,0.0
satisfied,Loyal Customer,21,Business travel,Business,3860,5,5,5,5,5,5,5,5,4,2,4,4,4,5,14,0.0
satisfied,Loyal Customer,57,Business travel,Business,2232,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,2231,5,5,5,5,2,4,4,5,5,5,5,4,5,3,1,0.0
satisfied,Loyal Customer,46,Business travel,Business,2268,1,1,1,1,5,5,5,5,5,5,5,4,5,3,12,12.0
satisfied,Loyal Customer,40,Business travel,Business,2266,1,1,1,1,2,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2205,2,2,5,2,4,4,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2218,1,1,1,1,2,4,5,5,5,5,5,5,5,3,84,101.0
satisfied,Loyal Customer,30,Business travel,Business,3334,5,5,5,5,5,5,5,5,4,2,3,3,5,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Business,3482,1,1,1,1,5,5,5,5,5,2,3,5,5,5,19,5.0
satisfied,Loyal Customer,59,Business travel,Business,2203,5,5,5,5,5,3,5,5,5,5,5,4,5,5,10,0.0
satisfied,Loyal Customer,47,Business travel,Business,2195,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,28,Business travel,Business,3276,2,2,2,2,5,5,5,5,2,2,4,3,4,5,62,70.0
satisfied,Loyal Customer,26,Business travel,Business,3137,1,1,1,1,5,5,5,5,2,2,4,4,5,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,2170,5,5,5,5,5,4,4,5,5,5,5,5,5,3,11,12.0
satisfied,Loyal Customer,49,Business travel,Business,2173,4,4,4,4,5,3,4,5,5,5,5,4,5,4,4,4.0
satisfied,Loyal Customer,53,Business travel,Business,2150,5,5,5,5,4,3,5,5,5,5,5,5,5,4,5,0.0
satisfied,Loyal Customer,49,Business travel,Business,2165,1,1,1,1,5,3,5,5,5,5,5,3,5,5,0,1.0
satisfied,Loyal Customer,49,Business travel,Business,2183,2,2,2,2,5,4,4,5,5,5,5,4,5,5,20,2.0
satisfied,Loyal Customer,47,Business travel,Business,2137,3,3,3,3,5,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,2140,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,4.0
satisfied,Loyal Customer,44,Business travel,Business,2133,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,30,Business travel,Business,3408,4,4,4,4,5,5,5,5,5,4,4,4,4,5,0,17.0
satisfied,Loyal Customer,29,Business travel,Business,3134,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,0.0
satisfied,Loyal Customer,57,Business travel,Business,2094,5,5,5,5,3,4,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,2098,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,2099,5,5,4,5,3,4,4,5,5,5,5,3,5,5,2,0.0
satisfied,Loyal Customer,59,Business travel,Business,2124,5,5,5,5,2,4,4,5,5,5,5,3,5,4,6,0.0
satisfied,Loyal Customer,53,Business travel,Business,2097,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,7.0
satisfied,Loyal Customer,51,Business travel,Business,2081,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,2103,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,2107,3,3,3,3,5,3,4,5,5,5,5,3,5,5,13,29.0
satisfied,Loyal Customer,55,Business travel,Business,2112,1,1,1,1,5,5,4,5,5,5,5,3,5,3,60,44.0
satisfied,Loyal Customer,34,Business travel,Business,2084,5,5,5,5,3,5,4,5,5,5,5,2,5,1,5,0.0
satisfied,Loyal Customer,44,Business travel,Business,2086,5,5,5,5,5,3,4,5,5,5,5,3,5,5,0,4.0
satisfied,Loyal Customer,53,Business travel,Business,2034,5,5,1,5,2,5,5,5,5,5,5,4,5,5,5,0.0
satisfied,Loyal Customer,60,Business travel,Eco Plus,2653,5,3,2,2,5,5,5,5,4,3,2,4,3,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2026,3,3,3,3,3,5,4,5,5,5,5,3,5,3,8,0.0
satisfied,Loyal Customer,34,Business travel,Business,2017,4,4,4,4,4,4,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,3262,4,5,4,4,5,5,5,5,4,4,4,3,4,5,0,4.0
satisfied,Loyal Customer,23,Business travel,Business,3856,3,3,3,3,5,5,5,5,4,4,3,5,5,5,25,35.0
satisfied,Loyal Customer,60,Business travel,Eco,2204,5,1,1,1,5,5,5,5,1,1,1,4,2,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,862,5,3,3,3,3,5,3,5,5,5,5,3,5,4,9,10.0
satisfied,Loyal Customer,60,Business travel,Business,2003,2,2,5,2,2,4,4,5,5,5,5,4,5,4,4,4.0
satisfied,Loyal Customer,52,Business travel,Business,1997,3,3,3,3,2,5,4,5,5,5,5,4,5,5,10,0.0
satisfied,Loyal Customer,51,Business travel,Business,3544,3,3,3,3,5,5,5,5,3,3,5,5,3,5,157,160.0
satisfied,Loyal Customer,60,Business travel,Eco,1374,5,3,2,3,5,5,5,5,2,2,5,2,2,5,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,2001,2,2,2,2,2,5,4,5,5,5,5,5,5,5,12,22.0
satisfied,Loyal Customer,60,Business travel,Eco,2055,5,2,3,2,5,5,5,5,5,3,1,1,2,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,412,5,2,2,2,2,5,2,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,393,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,2001,5,5,5,5,4,3,5,5,5,5,5,4,5,4,0,5.0
satisfied,Loyal Customer,9,Business travel,Business,3702,2,2,2,2,5,5,5,5,3,2,5,4,5,5,0,5.0
satisfied,Loyal Customer,51,Business travel,Business,1995,1,1,1,1,4,3,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco Plus,2044,5,2,2,2,5,5,5,5,2,1,1,4,2,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,1218,5,3,1,1,5,5,5,5,1,4,5,3,5,5,0,4.0
satisfied,Loyal Customer,60,Business travel,Eco,80,5,3,3,3,4,1,3,5,5,5,5,1,5,3,0,5.0
satisfied,Loyal Customer,60,Business travel,Eco Plus,54,5,5,1,5,3,5,5,5,5,5,5,5,5,4,0,2.0
satisfied,Loyal Customer,40,Business travel,Business,1980,4,4,3,4,4,4,4,5,5,5,5,5,5,3,4,3.0
satisfied,Loyal Customer,60,Business travel,Eco,52,5,3,3,3,4,1,5,5,5,5,5,2,5,1,0,1.0
satisfied,Loyal Customer,26,Business travel,Business,3705,1,1,1,1,5,5,5,5,3,5,4,3,4,5,20,0.0
satisfied,Loyal Customer,59,Business travel,Business,2009,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,1981,1,1,1,1,2,3,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,1985,4,4,4,4,3,4,5,5,5,5,5,4,5,4,10,2.0
satisfied,Loyal Customer,39,Business travel,Business,1969,5,5,5,5,4,5,4,5,5,5,5,4,5,3,8,0.0
satisfied,Loyal Customer,31,Business travel,Business,3052,4,4,3,4,5,5,5,5,4,2,4,3,4,5,0,17.0
satisfied,Loyal Customer,29,Business travel,Business,3002,2,2,2,2,5,5,5,5,3,3,5,4,5,5,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,3589,4,4,4,4,5,5,5,5,5,4,5,3,5,5,4,0.0
satisfied,Loyal Customer,11,Business travel,Business,3378,5,5,5,5,5,5,5,5,4,3,5,4,4,5,4,16.0
satisfied,Loyal Customer,46,Business travel,Business,1971,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,1965,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,7.0
satisfied,Loyal Customer,49,Business travel,Business,1964,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,1337,5,3,3,3,5,5,5,5,2,3,4,1,2,5,16,1.0
satisfied,Loyal Customer,60,Business travel,Eco,1820,5,1,1,1,5,5,5,5,1,3,5,5,1,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Eco,530,5,5,5,5,5,2,1,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,1926,4,4,2,4,5,3,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,1955,4,4,3,4,3,4,4,5,5,5,5,3,5,4,2,6.0
satisfied,Loyal Customer,24,Business travel,Business,3224,1,1,4,1,5,5,5,5,5,5,4,3,4,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,1928,4,4,4,4,3,5,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,1936,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,1948,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,1927,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,1931,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1931,4,2,4,4,5,4,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,1895,5,5,5,5,4,4,5,5,5,5,5,3,5,4,2,0.0
satisfied,Loyal Customer,59,Business travel,Eco Plus,525,5,4,4,4,1,5,2,5,5,5,5,1,5,4,0,4.0
satisfied,Loyal Customer,25,Business travel,Business,2644,5,5,5,5,5,5,5,5,4,3,5,2,2,5,14,43.0
satisfied,Loyal Customer,59,Business travel,Eco,427,5,4,5,4,1,5,4,5,5,5,5,2,5,2,0,0.0
satisfied,Loyal Customer,59,Business travel,Eco Plus,1242,5,4,4,4,5,5,5,5,1,4,5,3,4,5,0,0.0
satisfied,Loyal Customer,56,Business travel,Business,1901,1,1,5,1,3,5,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,59,Business travel,Eco,1574,5,3,3,3,5,5,5,5,2,3,4,1,4,5,92,96.0
satisfied,Loyal Customer,38,Business travel,Business,1880,5,5,5,5,2,4,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,1861,2,2,2,2,3,5,4,5,5,5,5,5,5,4,0,7.0
satisfied,Loyal Customer,55,Business travel,Business,1850,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,59,Business travel,Eco,262,5,1,3,1,2,4,1,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,1895,2,2,2,2,2,3,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,59,Business travel,Eco,1475,5,1,1,1,5,5,5,5,5,4,5,3,5,5,57,51.0
satisfied,Loyal Customer,59,Business travel,Eco Plus,56,5,1,1,1,3,5,2,5,5,5,5,2,5,4,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,1864,2,2,2,2,2,5,4,5,5,5,5,3,5,5,5,0.0
satisfied,Loyal Customer,53,Business travel,Business,1889,2,2,2,2,5,4,4,5,5,5,5,5,5,4,3,0.0
satisfied,Loyal Customer,48,Business travel,Business,1885,3,3,3,3,4,3,5,5,5,5,5,3,5,4,6,11.0
satisfied,Loyal Customer,47,Business travel,Business,1864,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,1.0
satisfied,Loyal Customer,46,Business travel,Business,1878,1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,9.0
satisfied,Loyal Customer,43,Business travel,Business,1865,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1881,5,5,5,5,5,3,4,5,5,5,5,4,5,3,2,5.0
satisfied,Loyal Customer,40,Business travel,Business,1866,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,27.0
satisfied,Loyal Customer,38,Business travel,Business,1862,1,1,4,1,2,5,4,5,5,5,5,4,5,4,56,64.0
satisfied,Loyal Customer,33,Business travel,Business,3295,3,3,3,3,5,5,5,5,4,2,3,3,4,5,0,0.0
satisfied,Loyal Customer,32,Business travel,Business,2738,4,4,4,4,5,5,5,5,4,4,4,3,5,5,3,42.0
satisfied,Loyal Customer,58,Business travel,Business,1888,3,3,3,3,4,3,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,30,Business travel,Business,3251,1,4,1,1,5,5,5,5,5,5,4,4,4,5,15,23.0
satisfied,Loyal Customer,38,Business travel,Business,1872,2,4,2,2,2,4,3,5,5,5,5,5,5,4,2,41.0
satisfied,Loyal Customer,59,Business travel,Business,1839,3,3,1,3,2,3,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,1841,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,1838,2,2,3,2,4,3,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,1827,4,4,4,4,5,4,5,5,5,5,5,5,5,4,11,0.0
satisfied,Loyal Customer,50,Business travel,Business,1836,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,1832,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,2.0
satisfied,Loyal Customer,57,Business travel,Business,1810,1,1,1,1,2,3,4,5,5,5,5,5,5,5,1,3.0
satisfied,Loyal Customer,49,Business travel,Business,1803,2,2,2,2,4,5,4,5,5,5,5,4,5,5,11,0.0
satisfied,Loyal Customer,43,Business travel,Business,1797,1,1,1,1,2,3,5,5,5,5,5,5,5,3,36,42.0
satisfied,Loyal Customer,40,Business travel,Business,1816,3,3,3,3,5,3,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,1834,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,1778,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,1801,2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,1795,5,5,5,5,4,4,4,5,5,5,5,3,5,5,67,74.0
satisfied,Loyal Customer,41,Business travel,Business,1785,2,2,2,2,5,4,4,5,5,5,5,4,5,4,13,0.0
satisfied,Loyal Customer,30,Business travel,Business,3469,1,1,2,1,5,5,5,5,1,4,3,5,4,5,231,240.0
satisfied,Loyal Customer,40,Business travel,Business,1761,2,2,2,2,2,3,5,5,5,5,5,4,5,4,12,17.0
satisfied,Loyal Customer,22,Business travel,Business,2617,4,4,4,4,5,5,5,5,5,4,4,3,5,5,13,0.0
satisfied,Loyal Customer,58,Business travel,Business,1797,1,1,2,1,5,4,4,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,52,Business travel,Business,1774,3,3,3,3,5,3,2,5,5,5,5,3,5,1,0,7.0
satisfied,Loyal Customer,45,Business travel,Business,1793,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,1768,4,4,4,4,5,5,5,5,5,5,5,3,5,5,13,39.0
satisfied,Loyal Customer,39,Business travel,Business,1762,1,1,1,1,2,3,5,5,5,5,5,3,5,4,34,36.0
satisfied,Loyal Customer,30,Business travel,Business,2779,2,2,2,2,5,5,5,5,4,5,4,3,5,5,83,84.0
satisfied,Loyal Customer,59,Business travel,Business,1788,5,5,5,5,5,3,4,5,5,5,5,5,5,3,0,24.0
satisfied,Loyal Customer,54,Business travel,Business,1769,3,3,3,3,2,3,4,5,5,5,5,4,5,3,31,36.0
satisfied,Loyal Customer,49,Business travel,Business,1780,1,1,1,1,4,5,5,5,5,5,5,5,5,5,12,0.0
satisfied,Loyal Customer,49,Business travel,Business,1773,2,2,2,2,4,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,1787,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,1777,5,5,5,5,2,3,4,5,5,5,5,3,5,3,0,6.0
satisfied,Loyal Customer,44,Business travel,Business,1759,1,1,3,1,2,4,5,5,5,5,5,3,5,3,12,4.0
satisfied,Loyal Customer,41,Business travel,Business,1749,2,2,3,2,5,5,4,5,5,5,5,3,5,3,8,0.0
